question_id,status,audio_path,question,duration_seconds,clipped_sample_count,leading_silence_seconds,trailing_silence_seconds,warning_reasons
wh_1889,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/wh_1889_65b359a94f7e.wav,"""Which Scottish actor, born in Paisley, starred in the movies """"300"""", """"Law Abiding Citizen"""" and """"P.S. I love you"""" ?""",7.68,0,0.08220833333333333,0.021291666666666667,
wh_2073,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/wh_2073_3232cc769d37.wav,"""The former Tory Home Secretary Reginald Maudling is quoted as saying, """"For God's sake bring me a large scotch. What a bloody awful country"""". To where was he referring ?""",10.4,0,0.08154166666666667,0.07454166666666667,
wh_2094,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/wh_2094_d03d427e5eec.wav,In what classic novel are the two principal male characters called Cal and Aron ?,4.72,0,0.09483333333333334,0.022041666666666668,
wh_2405,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/wh_2405_90a5537fe756.wav,Probably best remembered as being chief presenter of ITV's News At Ten between 1976 and 1991which British journalist and broadcaster sadly passed away on July 20th 2012?,14.16,0,0.08241666666666667,0.059416666666666666,
wh_2686,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/wh_2686_c95eba36672e.wav,In which TV establishment were Miss Gatsby and Miss Tibbs residents ?,3.84,0,0.0935,0.08395833333333333,
wh_2691,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/wh_2691_df8bd1c9c1a6.wav,Which Disney character is brought to life by the Blue Fairy ?,3.12,0,0.08883333333333333,0.08191666666666667,
wh_2759,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/wh_2759_3579ed2496fb.wav,Which type of hat takes its name from an 1894 novel by George Du Maurier where the title character has the surname O'Ferrall ?,8.16,0,0.09675,0.07370833333333333,
wh_2865,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/wh_2865_f2b1c4af2c36.wav,Darwin is the capital of which Australian state ?,2.64,0,0.09008333333333333,0.02420833333333333,
wh_3188,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/wh_3188_f141363458d1.wav,Edward the Black Prince was the father of which English King?,3.44,0,0.08758333333333333,0.07541666666666667,
wh_3810,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/wh_3810_1fafeb91ca52.wav,Some Americans claim to have seen a Sasquatch; by what name is it better known ?,5.12,0,0.08133333333333333,0.073,
wh_3924,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/wh_3924_514451b8efa1.wav,"What is the name of the spider that has recently been in the news for attacking a 39 year old man in an Essex school, Described as being approximately 11 millimetres long they have a reputation for being extremely aggressive with a highly poisonous bite ?",15.76,0,0.08133333333333333,0.09266666666666666,
wh_3975,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/wh_3975_4aa5e340a341.wav,"""""""Serpula Lacrymans"""" is the technical name for which decay of seasoned timber caused by a fungi that consume the cellulose of wood, leaving a soft skeleton which is readily reduced to powder ?""",12.4,0,0.08158333333333333,0.07308333333333333,
wh_4010,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/wh_4010_8833d5b3f68d.wav,"""Which US City has the nickname """"Beantown"""" ?""",2.32,0,0.095,0.058041666666666665,
wh_4358,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/wh_4358_4653d2dfc87d.wav,Which four word motto appeared on US banknotes for the first time on this day in 1982 ?,5.68,0,0.088875,0.02375,
bb_2,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_2_cf7c88b43520.wav,"Arctic King, Saladin and Tom Thumb are which types of vegetable?",5.12,0,0.090625,0.0010833333333333333,
bb_67,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_67_48eb6062ef3b.wav,The port of Plymouth is in which English county?,2.8,0,0.08133333333333333,0.057666666666666665,
bb_118,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_118_36a04008e483.wav,"Across Eastern Europe, the Middle East and parts of Asia, what are known as keftes or kufta, and similar words derived from Persian, kuftan, meaning beat or grind?",11.92,0,0.08820833333333333,0.007208333333333333,
bb_362,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_362_58652df3e34b.wav,"London's city bike rental scheme, which launched in 2010, is based on the Bixi project which introduced bike rental to which city?",8.96,0,0.08954166666666667,0.014916666666666667,
bb_854,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_854_0fe8a6fddaf3.wav,What was the title given to the daughters of the Kings of Spain and Portugal who were not the heir to the throne?,6.16,0,0.0835,0.06875,
bb_862,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_862_80d5a886ff34.wav,What is a system of muscle-building without moving joints?,3.28,0,0.092125,0.013916666666666667,
bb_890,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_890_9ebb65d6582d.wav,Oster-monath was the Anglo Saxon name for which month of the year?,3.92,0,0.09370833333333334,0.007416666666666667,
bb_924,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_924_c19fe857f026.wav,What former Egyptian president was born on Christmas day in 1918?,4.56,0,0.092,0.027333333333333334,
bb_1009,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_1009_03ce1624986e.wav,"Name Google's service launched in 2009 from which support was withdrawn in 2010, which offered 'next-generation email', messaging and twitter-style micro-blogging?",11.12,0,0.093625,0.05675,
bb_1522,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_1522_5470baecf52d.wav,The white pinwheel shaped Tiare is the national flower of which South Pacific island group?,5.28,0,0.08595833333333333,0.08658333333333333,
bb_1777,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_1777_eeb28876d38f.wav,"A Gay Girl in Damascus is the title of a hoax blog by fictional feminist/freedom campaigner Amina Abdallah Alaf al Omari, who in June 2011 was said to be based and abducted in which country?",13.12,0,0.09254166666666666,0.05479166666666667,
bb_2276,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_2276_606b344d1c72.wav,The Saltire is which country's flag?,2.08,0,0.08216666666666667,0.07508333333333334,
bb_2487,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_2487_3060af488bcf.wav,"What ship, whose name means thunderbolt, was Nelson's flagship 1799-1801, and later a training ship for boys?",8.4,0,0.093375,0.051958333333333336,
bb_2719,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_2719_18b740a9665a.wav,"What is the largest city by population in the world (at 2012, according to 'core districts' definition of city or equivalent)?",2.8,0,0.09091666666666667,0.018,
bb_2951,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_2951_8a915584b140.wav,Where during the Iron Age and Roman era was Gaul? West Central Europe; Spain and North Africa; Scandinavia; or Eastern Europe?,9.12,0,0.08579166666666667,0.09095833333333334,
bb_3448,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_3448_001af2c3159a.wav,In hairdressing what generally is the final stage of a hair perming process?,4.56,0,0.089875,0.015291666666666667,
bb_3905,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_3905_1eaacedb8fc0.wav,"What plant, named Olea europaea, is an ancient widely used metaphor for peace?",6.32,0,0.093375,0.04883333333333333,
bb_3995,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_3995_5e43f807bfdc.wav,The massively popular Chinese website Taobao.com (10th busiest globally at 2013) operates in which sector?,4.72,0,0.08404166666666667,0.08191666666666667,
bb_4137,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_4137_7299914c7188.wav,"Dassault, Embraer, Grob, and Sino Swearingen are makers of which high-end transport?",6.08,0,0.08429166666666667,0.01475,
bb_4168,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_4168_e0edd3fd0ad7.wav,The hamburger is named after?,1.36,0,0.08320833333333333,0.089375,
bb_4169,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_4169_2686e21f1e9f.wav,"Which numbers refer informally to a combination of impactful events, derived from a boxing metaphor?",6.96,0,0.08341666666666667,0.051416666666666666,
bb_4519,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_4519_b6da35e40148.wav,"What is the acronym referring to a scale of readiness in the US military, derived from 'defense readiness condition'?",6.8,0,0.083375,0.021791666666666668,
bb_4796,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_4796_8275d2073c89.wav,By the year 2010 there were roughly how many bicycles worldwide?,3.44,0,0.09125,0.048666666666666664,
bb_5444,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_5444_f9966e2b2c3a.wav,Pakistan shares India's (What?) border ?,2.32,0,0.09075,0.06204166666666667,
bb_5624,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_5624_f85e43cd46d1.wav,"The first independent credit payment card, inspired in 1949 by a particular service, was called '(What?) Club International'?",8.72,0,0.08670833333333333,0.016291666666666666,
bb_5861,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_5861_46f5873d545e.wav,What dog breed has Queen Elizabeth II traditionally had as pets?,3.84,0,0.09125,0.051875,
bb_6256,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_6256_f0f8e13dd782.wav,Name the last US president to meet the leader of Cuba before Barack Obama did in 2015?,6.8,0,0.08708333333333333,0.06845833333333333,
bb_7071,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_7071_3b5dd3ac5089.wav,What plant was traditionally cultivated in Europe for its unique blue dye?,4.16,0,0.093375,0.07179166666666667,
bb_7289,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_7289_e4e9794b19f9.wav,Singer and musician Gordon Sumner is better known by what name?,4.0,0,0.08141666666666666,0.0585,
bb_7437,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_7437_85724e736d37.wav,Who sang with Serge Gainsbourg on the hit Je t'aime?,2.56,0,0.08245833333333333,0.06720833333333333,
bb_7738,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_7738_8d50ec9fc3a1.wav,Which British sportsman's autobiography is entitled Walking Tall?,3.84,0,0.08879166666666667,0.06216666666666667,
bb_7750,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_7750_63ed0c2a2dad.wav,The term 'green-eyed monster' originated from which of Shakepseare's plays?,4.56,0,0.08758333333333333,0.051958333333333336,
bb_8072,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_8072_6613607d9e87.wav,Which US lead singer's real name is William Baily?,2.96,0,0.09370833333333334,0.08075,
bb_8345,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_8345_adcd809e6297.wav,According to legend who killed the lion represented by the constellation Leo?,4.8,0,0.08504166666666667,0.060208333333333336,
bb_8470,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_8470_40662d4fdec7.wav,In the 1833 Factory Act in Britain what was the minimum age of a child allowed to work in a factory?,6.08,0,0.08441666666666667,0.012791666666666666,
bb_8732,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_8732_deee051abc1a.wav,Vladimir Voronin resigned as the president of which country?,3.28,0,0.08275,0.021625,
bb_8893,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_8893_62bc9faa2b4d.wav,What is the furcula of a bird more commonly called?,3.28,0,0.09116666666666666,0.047875,
bb_8989,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_8989_2567e58e65e8.wav,"The usual graph shape for product failure rate, starting and ending high with a long flat bottom in between, is known as what sort of curve?",9.52,0,0.08754166666666667,0.045375,
bb_9117,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_9117_d0e6de0e0fad.wav,What was Amy Williams sled called on which she won Olympic gold for Britain at Vancouver in the Skeleton event?,6.0,0,0.09270833333333334,0.04829166666666666,
bb_9184,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_9184_793facf39fb3.wav,"Pentatonic, hexatonic, and heptatonic are types of what?",4.4,0,0.091125,0.06583333333333333,
bb_9251,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_9251_94959be34d81.wav,Mycology is the study of what?,2.72,0,0.09208333333333334,0.05725,
bb_9353,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/bb_9353_4f75a309644e.wav,"Which body of water was previously called the Euxine, after early colonisation of its southern coastline by Greeks, derived from their word for 'hospitable'?",10.0,0,0.089375,0.06379166666666666,
qw_145,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_145_a09b74379e6f.wav,What was the confrontation between the United States and the Soviet Union that was at its peak in October 1962?,7.28,0,0.08425,0.024125,
qw_402,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_402_f9bb96daea64.wav,"""Which horse race meeting, for """"The Gold Cup"""", was first run in 1711 and is held on 7 June each year?""",7.6,0,0.09529166666666666,0.06141666666666667,
qw_446,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_446_2117eb8d2318.wav,"""Which bass guitarist, songwriter, singer, and horn player, best known as part of """"The Who"""", died in June 2002?""",7.92,0,0.095625,0.026375,
qw_472,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_472_ee5637e513bb.wav,"In the nursery rhyme, who could eat no fat, and whose wife could eat no lean?",4.4,0,0.08829166666666667,0.014166666666666666,
qw_520,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_520_1031b5550392.wav,"""Which British sitcom was retitled """"Good Neighbors"""" when it played in the United States?""",4.64,0,0.08883333333333333,0.024291666666666666,
qw_680,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_680_0cca779e0f82.wav,"Where is the area of 127,000 square kilometres (49,000 sq miles) in central South Australia, where public are not admitted under Australian Defence Force regulations?",10.56,0,0.084125,0.05583333333333333,
qw_750,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_750_1f1430e452a6.wav,"In the Crimean War, what did Florence Nightingale begin to be called?",4.16,0,0.08829166666666667,0.06233333333333333,
qw_1111,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_1111_cbb7bb0a43cb.wav,What is the name given to a distinguishing device stamped into the substance of a sheet of paper when it is wet?,5.36,0,0.09125,0.024083333333333335,
qw_1367,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_1367_d5158d88303a.wav,"In the nursery rhyme, who put in his thumb and pulled out a plum?",3.28,0,0.08829166666666667,0.03729166666666667,
qw_1392,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_1392_6af5d49637b3.wav,"What is the former name of Helsingor, Denmark?",2.4,0,0.08433333333333333,0.02975,
qw_2151,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_2151_237bb275f222.wav,"What, the first of its kind in Britain, was established by John Tate in Stevenage, Hertfordshire in 1489?",8.48,0,0.08133333333333333,0.030083333333333333,
qw_2616,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_2616_f6c361dc19d5.wav,What is the name of the golf trophy for competition between teams of professional golfers from Europe and the USA that was first contested between Great Britain and the USA in 1927?,12.16,0,0.08433333333333333,0.04133333333333333,
qw_2752,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_2752_e17cad1eac2e.wav,"In June 2009, General Motors announced that it would sell which of its brands to Tengzhong Heavy Industrial Machinery, based in China?",9.12,0,0.08316666666666667,0.035083333333333334,
qw_2759,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_2759_9cd2b90df860.wav,"""Who developed the men's scent """"I Am King"""", which was first marketed in February 2009?""",5.76,0,0.08133333333333333,0.023458333333333335,
qw_2864,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_2864_f8477d31bae2.wav,"Staten Island, New York, is at the mouth of which river?",3.04,0,0.08154166666666667,0.06316666666666666,
qw_3180,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_3180_05cfb0ad2d71.wav,"What product of photosynthesis, a carbohydrate occurring in the cells of plants, can be changed into glucose or dextrine?",7.68,0,0.09208333333333334,0.020916666666666667,
qw_3210,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_3210_a6303c190fec.wav,"In 1987, the Fdracion International del Volleyball arranged the first World Beach Volleyball Championships, which was played where?",9.12,0,0.08320833333333333,0.07566666666666666,
qw_3353,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_3353_67fc5a344679.wav,Which sport was developed in 1895 when the Rugby Union refused to allow professionalism?,6.96,0,0.09070833333333334,0.037333333333333336,
qw_3582,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_3582_f85ec6128ae7.wav,The English cities of Gloucester and Worcester are on which river?,3.52,0,0.087625,0.08858333333333333,
qw_4205,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_4205_270355887b1d.wav,Who according to legend was the son of Zeus and Europa and became King of Crete?,5.12,0,0.081,0.021666666666666667,
qw_4247,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_4247_7be52d2af905.wav,What do the letters GF mean on a menu?,2.48,0,0.09095833333333334,0.08695833333333333,
qw_4478,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_4478_c6268f19d7fe.wav,What activity became legal in The Republic of Ireland when the 15th Amendment to the Constitution was passed in 1995?,7.76,0,0.09358333333333334,0.033791666666666664,
qw_4545,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_4545_1918d2067b72.wav,Australian Shane Warne is associated with which sport?,3.44,0,0.09070833333333334,0.017583333333333333,
qw_4661,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_4661_d8ae023deaf1.wav,What is the name used in North America for a man who makes his living by felling trees?,5.04,0,0.09075,0.03158333333333333,
qw_4699,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_4699_ef78425053b8.wav,"""Who is a South African serial killer who committed the """"ABC Murders"""" between 1994 and 1995, with over 30 victims?""",9.04,0,0.08154166666666667,0.03941666666666667,
qw_5039,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_5039_bc4c320f2d32.wav,A novel by General Lew Wallace published in 1880 was made into which films in 1926 (a silent movie) and 1959 (produced by William Wyler)?,7.76,0,0.086,0.06141666666666667,
qw_5625,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_5625_931eff0f84d0.wav,"""What sort of animal is Beatrix Potter's """"Mrs Tiggywinkle""""?""",3.92,0,0.09620833333333334,0.021583333333333333,
qw_6139,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_6139_a3fdbb933921.wav,"What genus of flowering plants, native to an area from Brazil to Peru to southern Argentina discovered in 1768 by French botanist Philibert Commeron, is a thorny, woody vine reaching from 1 to 12 metres tall by growing over other plants with hooked thorns tipped with a black, waxy substance?",24.08,0,0.08275,0.07554166666666666,
qw_6164,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_6164_99cbabd72e7c.wav,Which horse race is held at Churchill Downs?,2.32,0,0.091,0.028625,
qw_6477,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_6477_27e9e928a960.wav,"Which city, since the 14th century BC, has been controlled by Israelites, Judaeans, Babylonians, Persians, Greeks, Hasmoneans, Romans, Byzantines, Arabs, Mamluks, Turks, and the British and for a short time after World War II was occupied by Israel and Jordan?",20.4,0,0.096875,0.04429166666666667,
qw_6504,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_6504_b0459abe3829.wav,What is the name of the tool used to sharpen a knife?,2.88,0,0.09141666666666666,0.04945833333333333,
qw_6572,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_6572_7078ee81fe40.wav,"Project SCORE, the worlds first communications satellite, was launched when?",4.72,0,0.08145833333333333,0.015458333333333333,
qw_6622,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_6622_1666a1bdedb2.wav,What is the only country in the southern hemisphere to have won a gold medal in the Winter Olympics?,5.2,0,0.09383333333333334,0.023583333333333335,
qw_7108,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_7108_7cd412616add.wav,"What is the name of the system of stellar designation in which a specific star is identified by a Greek letter (then Latin letters in lower-case then upper-case), followed by the genitive form of its parent constellation's Latin name (e.g. Tauri)?",12.4,0,0.09345833333333334,0.026958333333333334,
qw_7430,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_7430_80b2766add4d.wav,Beatrice Tinsley was well known in what field?,2.8,0,0.08329166666666667,0.06141666666666667,
qw_7623,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_7623_f45f737efe60.wav,"""Broadly, what is the setting for Samuel Beckett's play """"Happy Days""""?""",4.08,0,0.08625,0.033166666666666664,
qw_7700,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_7700_0215851fadb1.wav,Celadon is a shade of what colour?,2.32,0,0.08133333333333333,0.0385,
qw_7722,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_7722_2ce75dd378a6.wav,What is identified by an I. S. B. N.?,3.28,0,0.08970833333333333,0.030791666666666665,
qw_7938,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_7938_95de363c62ae.wav,"""Where was the sport called """"Tossing the caber"""" developed?""",3.12,0,0.0925,0.026375,
qw_8293,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_8293_9655aa8a8858.wav,"During the Cuban Missile Crisis of 1962, what did Kennedy threaten if Khrushchev did not agree to remove missiles from the Soviet intermediate-range ballistic missile site under construction in Cuba?",13.2,0,0.08154166666666667,0.070125,
qw_8425,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_8425_747192c1ab62.wav,What word's original meaning was to do with the provison of granite chips onto the ground and then made into a hard and smooth surface using a roller?,9.76,0,0.08270833333333333,0.06475,
qw_8531,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_8531_cadedfbca7af.wav,"The Black Hawk War was for possession of lands east of the Mississippi. In which modern day state was the first confrontation, at Stillman's Run, on 14 May 1832, which resulted in a victory for Chief Black Hawk's Sauk and Fox warriors over the local militiamen commanded by Major Isaiah Stillman?",20.72,0,0.09279166666666666,0.05575,
qw_8592,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_8592_61b03becca26.wav,What name is given to the unnatural fear of men?,2.8,0,0.084375,0.022583333333333334,
qw_8793,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_8793_d89457d21b11.wav,The mountain massif called Maxwell Montes contains the highest point on the surface of which planet?,5.84,0,0.08379166666666667,0.090625,
qw_8809,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_8809_b35f2ed685da.wav,What natural effect is only visible during a total eclipse of the sun?,3.76,0,0.09383333333333334,0.0315,
qw_9422,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_9422_0babf7595c7a.wav,"""Who wrote the poem """"Daffodils""""?""",1.92,0,0.08154166666666667,0.059458333333333335,
qw_11192,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_11192_dab15df73a62.wav,"James Esdaile, John Elliotson, Jean-Martin Charcot, Hippolyte Bernheim, Pierre Janet, mile Cou, Morton Prince, Clark L. Hull, Andrew Salter, Theodore R. Sarbin, Ernest Hilgard, Martin Theodore Orne, and Nicholas Spanos are associated with what?",17.36,0,0.08158333333333333,0.020791666666666667,
qw_11526,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_11526_32fc1e76f4e0.wav,Where is the Australian parliament based?,2.64,0,0.08579166666666667,0.029916666666666668,
qw_11620,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_11620_110ea6e95a09.wav,Muslin and chenille are two what?,2.24,0,0.08195833333333333,0.086125,
qw_12145,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_12145_1b91932e135a.wav,"In 1993, Eritrea became independent from which country?",4.16,0,0.088125,0.03833333333333333,
qw_13397,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_13397_453adc6d47c7.wav,"The 1976 Summer Olympics were boycotted by a number of African nations, for what reason?",6.32,0,0.08429166666666667,0.024125,
qw_13520,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_13520_fa96c9a9a19c.wav,"""Which German was deprived of his nationality in 1938 mainly for writing """"All Quiet On The Western Front"""" and """"The Road Back""""?""",8.48,0,0.095,0.043875,
qw_14410,success,/workspace/triviaqa_tts/triviaqa-tts/audio/qwen3_aiden_seed42/pilot/qw_14410_361ab305f086.wav,The 25th screen version of which novel was released in 2012?,4.24,0,0.08820833333333333,0.030583333333333334,
